temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
66.95,38.47,77.76,3.68,4.44,0
74.16,45.27,73.6,1.44,0.64,1
70.81,33.53,60.47,2.43,2.0,0
64.53,39.02,58.59,4.89,4.61,0
76.02,43.57,33.08,1.39,2.6,0
65.68,38.28,64.7,4.63,3.67,1
71.86,40.73,68.07,3.89,0.54,1
72.37,61.51,54.43,4.0,1.61,0
83.23,60.71,35.04,4.58,3.5,0
75.55,49.07,45.32,4.68,2.53,0
62.18,70.71,47.71,3.2,3.65,0
71.12,68.57,59.98,2.14,3.81,0
80.62,55.87,76.61,3.07,1.92,0
65.4,32.7,38.29,3.24,4.36,1
73.0,74.32,75.29,3.25,3.86,1
74.55,72.5,61.32,2.85,2.36,0
98.83,46.22,39.7,4.57,1.58,1
73.01,36.94,78.05,4.58,4.14,0
69.65,83.98,66.96,1.66,2.97,1
93.67,51.35,74.15,3.14,4.58,1
52.32,61.1,36.74,3.26,0.51,0
66.91,76.84,73.37,1.38,1.44,1
89.38,40.12,31.44,1.11,1.59,1
69.1,36.25,38.46,4.64,1.9,0
83.05,80.47,32.74,3.37,0.68,1
60.0,27.47,49.17,1.92,0.95,0
68.09,46.08,77.52,1.05,4.19,0
70.76,47.11,37.53,1.3,4.12,0
55.32,78.57,59.28,3.26,3.18,1
73.51,54.63,46.65,4.12,1.64,0
68.78,43.4,54.57,1.12,4.8,0
72.75,72.16,30.28,1.06,1.9,0
70.16,58.44,65.97,4.32,1.89,0
66.24,39.18,69.16,1.02,3.89,0
61.91,39.11,46.05,1.82,2.19,0
65.36,37.46,52.09,4.5,1.44,0
74.99,72.24,63.62,1.88,1.64,0
66.55,35.67,74.42,3.15,2.33,0
91.52,53.52,39.53,4.66,1.07,1
83.06,51.67,61.72,4.88,2.33,1
89.02,54.34,60.44,4.24,4.92,0
80.65,62.44,39.93,1.12,1.59,0
82.11,47.96,70.06,1.34,2.81,0
80.09,72.85,68.36,3.69,1.76,0
64.61,34.55,64.56,3.85,3.02,0
68.47,52.28,41.67,1.8,4.64,0
63.41,55.18,40.08,3.4,4.53,0
84.17,46.09,41.37,4.49,2.44,0
67.54,52.39,57.02,1.09,1.01,1
85.64,48.44,43.59,3.9,2.52,0
89.07,58.55,50.05,2.51,4.57,0
78.07,49.91,74.45,3.14,3.21,0
64.27,36.38,59.22,3.05,4.17,0
85.52,56.36,67.09,2.84,2.43,0
86.7,54.95,59.8,1.88,3.29,0
71.34,30.8,42.98,4.58,1.29,0
70.86,62.59,55.61,4.78,0.78,0
69.11,53.66,50.01,3.17,4.12,0
74.02,43.29,33.49,4.78,1.48,0
93.13,62.67,31.52,1.65,0.67,1
60.25,58.67,38.41,2.82,2.19,1
73.71,26.73,75.25,4.72,3.36,0
85.99,31.74,72.67,1.71,2.48,0
68.67,17.56,59.38,3.49,1.26,0
51.12,43.31,38.93,2.17,3.68,0
68.39,48.5,48.92,1.48,3.65,0
75.55,62.3,51.82,3.85,3.06,1
87.25,19.57,35.85,3.91,4.02,1
82.15,50.23,45.23,4.73,1.75,0
70.01,50.31,69.27,2.69,4.69,0
85.75,35.14,73.81,2.24,2.06,0
68.9,71.13,57.25,2.0,3.11,0
53.48,36.43,79.29,4.73,3.49,0
62.31,67.1,56.63,2.09,3.93,0
81.59,61.92,63.31,4.43,3.14,0
65.83,65.54,55.73,3.32,4.68,1
82.32,50.65,47.3,1.77,2.45,0
88.76,66.18,66.36,1.05,2.44,0
78.38,40.63,41.57,1.71,2.47,0
76.25,44.24,57.89,4.67,3.85,0
78.41,64.94,40.19,1.41,2.77,0
77.79,51.46,75.92,4.67,2.69,0
85.85,58.09,55.89,1.7,4.54,0
74.67,34.99,35.41,2.27,0.7,0
79.82,50.83,42.91,2.78,1.63,0
90.68,70.01,38.05,1.26,3.02,1
78.25,46.15,42.48,4.1,0.87,1
68.92,59.06,31.83,4.45,3.48,1
87.81,62.24,47.94,4.42,3.47,1
73.96,39.34,53.66,4.15,2.81,1
77.8,52.1,78.29,4.74,1.41,0
71.23,37.67,60.97,3.12,4.22,0
59.41,39.77,74.29,1.39,3.02,0
79.42,30.35,30.64,3.19,2.57,1
79.23,31.33,34.7,4.6,4.68,0
77.78,47.79,65.06,3.05,4.82,0
72.57,38.91,67.57,4.7,2.81,0
67.08,51.21,61.28,3.22,0.96,0
94.41,58.79,38.96,4.2,4.61,1
78.05,50.05,53.04,4.19,2.76,0
81.25,46.13,42.05,4.82,1.95,0
77.63,52.83,60.29,3.15,2.11,0
79.54,59.15,59.6,4.8,2.26,0
84.07,52.1,75.16,3.96,1.25,1
71.62,39.81,33.53,3.95,3.36,0
65.78,35.57,79.83,3.19,4.57,0
83.63,46.72,76.41,3.35,1.79,0
63.73,65.12,48.33,1.99,2.09,0
74.85,70.84,47.99,2.32,2.55,1
79.29,58.88,67.17,1.91,2.86,0
60.96,66.61,74.13,1.73,3.72,0
75.72,66.47,76.48,4.83,2.69,0
65.3,60.37,51.55,3.43,4.02,0
65.33,44.79,38.19,4.16,1.51,0
67.22,35.48,59.7,3.98,4.52,0
70.75,71.59,34.78,2.42,3.84,0
72.75,28.42,59.75,4.03,1.77,0
79.71,64.63,30.04,2.58,2.84,0
71.64,46.66,79.64,4.38,0.65,0
77.78,42.25,62.06,1.6,1.46,0
61.69,44.77,34.31,2.09,3.96,0
74.85,48.98,74.32,1.5,2.34,0
68.93,48.22,76.49,3.74,1.58,0
92.65,67.26,34.56,3.88,3.62,1
75.57,54.39,72.17,4.9,0.97,0
82.91,64.99,77.96,3.15,3.17,0
75.78,54.61,53.2,2.04,2.35,0
64.93,65.64,46.54,3.64,2.63,0
85.36,51.64,48.39,3.01,1.19,0
69.12,41.15,40.17,3.54,3.77,0
86.71,49.06,58.94,4.78,2.44,1
62.04,26.25,63.57,3.88,1.48,0
93.3,50.89,43.42,4.36,3.33,1
51.76,66.39,36.1,2.72,2.88,0
81.32,61.79,39.06,3.13,0.69,0
67.87,86.01,30.05,2.79,3.24,1
67.27,54.39,43.15,2.51,3.17,0
81.93,50.25,73.14,1.51,4.83,0
57.66,43.28,54.68,3.19,0.94,0
67.12,26.76,63.86,4.44,3.95,0
82.64,63.81,44.81,2.05,1.28,0
85.39,64.61,32.58,3.12,3.94,0
64.8,42.13,55.1,2.37,1.65,0
78.97,73.69,79.64,3.07,0.82,1
91.68,61.81,76.5,1.9,1.11,1
72.65,51.02,71.3,1.53,3.46,0
62.68,73.31,71.1,1.25,0.65,0
85.4,58.9,37.51,3.11,0.6,0
71.66,45.16,49.91,4.72,4.96,1
69.8,56.71,42.96,3.07,3.23,0
80.28,46.28,35.26,1.25,1.98,0
87.97,52.36,72.93,4.0,3.91,0
65.13,56.52,77.74,3.99,2.09,0
72.56,73.63,61.8,1.18,2.41,1
84.03,34.18,51.3,2.16,1.18,0
79.64,47.08,30.62,3.91,3.12,0
79.21,42.02,60.82,3.66,2.4,0
56.1,68.19,75.97,3.58,4.9,1
66.11,44.94,69.57,4.85,2.33,0
64.65,52.92,54.71,3.45,4.86,0
68.83,47.79,74.9,4.46,1.19,0
66.61,75.35,31.52,3.06,2.59,0
80.97,73.18,61.16,2.86,2.85,0
55.34,52.37,40.82,2.71,2.66,0
90.97,36.26,43.82,4.5,2.64,1
82.27,52.5,36.49,2.65,2.39,0
72.68,72.29,57.78,2.78,0.68,0
63.95,58.69,33.83,4.0,1.51,0
74.18,44.63,54.3,3.07,1.22,0
79.25,61.26,70.52,2.97,3.82,0
59.89,50.74,57.85,1.33,2.1,0
78.2,33.48,76.82,2.2,2.99,0
94.48,39.09,35.35,1.26,1.94,1
54.52,42.99,38.87,2.95,3.52,0
80.22,65.56,32.27,2.9,4.37,0
59.36,61.5,40.23,2.1,3.47,0
65.9,39.0,41.97,2.87,4.89,0
77.0,33.63,76.39,3.94,4.72,0
78.64,77.93,44.12,1.3,0.93,0
58.0,64.51,65.21,4.71,2.85,0
90.72,53.72,71.33,4.16,3.88,1
81.64,67.95,48.07,2.62,1.56,0
61.97,21.5,43.59,4.18,2.39,0
43.3,57.99,63.51,3.43,0.72,0
75.79,30.68,67.94,2.52,0.57,0
70.61,61.84,64.4,1.84,0.88,0
79.15,57.74,77.42,1.53,4.47,0
73.99,61.11,66.03,4.66,1.09,1
85.72,51.37,67.62,1.02,0.6,0
70.63,57.77,48.44,2.58,2.26,0
82.72,39.07,64.67,4.78,2.63,0
65.19,49.54,31.28,4.79,3.02,0
86.98,49.53,70.84,2.95,2.8,1
73.87,82.66,68.57,4.42,2.15,1
87.73,50.82,49.22,4.35,1.81,1
77.76,34.9,63.61,2.39,4.07,0
70.82,72.02,47.48,1.1,1.87,0
76.07,35.95,76.81,1.64,3.07,0
65.79,61.76,55.44,3.56,4.78,0
99.39,46.04,41.51,1.55,3.58,1
85.4,41.69,77.46,2.32,3.24,0
54.78,58.43,60.74,4.38,1.27,0
95.5,39.92,53.33,3.98,1.49,1
97.37,44.2,36.96,1.65,3.13,1
65.97,55.69,42.71,4.5,1.38,0
74.62,53.4,49.61,1.0,3.31,0
79.16,18.44,56.64,2.24,4.95,0
81.3,30.63,68.14,2.83,4.07,1
69.24,53.48,75.09,2.48,4.8,0
86.65,33.24,33.28,2.32,2.14,0
73.17,54.17,50.67,1.94,3.42,0
72.02,46.26,44.63,1.02,1.2,0
72.02,67.98,57.24,3.55,1.76,0
72.15,55.38,64.58,4.06,4.56,0
86.85,61.48,54.61,3.14,0.85,0
66.87,32.75,70.73,1.55,3.99,0
87.11,73.59,69.25,2.51,3.79,0
84.11,77.64,53.24,1.57,2.21,0
67.53,19.64,55.16,2.52,4.09,0
63.0,51.03,68.88,4.65,3.97,0
70.82,29.25,66.79,1.78,2.74,0
73.54,57.1,37.84,4.4,0.83,1
44.65,38.65,59.46,4.92,1.75,0
87.27,68.35,68.08,2.84,4.61,0
88.81,48.5,32.71,4.62,4.78,0
73.19,37.98,31.17,4.39,4.15,0
69.28,46.73,49.35,1.74,4.73,0
85.83,42.39,45.24,4.56,1.35,0
70.78,71.33,71.78,2.92,4.39,0
74.7,37.78,74.4,3.6,4.8,0
88.34,30.23,52.28,4.36,2.44,1
64.92,41.37,50.14,4.16,1.33,0
67.94,81.89,55.14,1.64,1.6,1
57.55,62.54,78.08,3.36,4.45,0
53.1,37.43,54.66,1.18,1.76,0
79.27,32.12,40.24,3.39,2.11,0
86.75,38.01,63.01,3.2,1.98,0
80.84,46.96,35.0,3.28,1.46,0
71.58,39.7,37.2,1.48,1.57,0
74.67,56.0,74.99,3.89,4.25,0
73.05,69.45,30.27,4.67,4.19,0
102.64,41.42,42.53,4.76,0.78,1
94.74,59.08,38.18,3.11,2.13,1
80.26,41.52,79.16,3.93,2.33,1
78.36,25.45,30.09,3.65,2.64,0
82.31,56.66,79.67,1.75,1.87,0
58.36,47.26,68.93,3.95,1.16,0
67.72,53.8,59.92,2.22,3.13,0
76.25,30.14,75.18,3.68,1.55,0
84.03,53.66,59.22,3.24,4.94,0
67.09,61.69,34.78,1.22,0.75,0
81.38,36.0,76.25,4.79,4.36,0
74.92,72.16,43.17,3.59,1.29,0
82.11,44.29,37.03,2.78,4.5,1
84.88,69.56,56.64,3.13,3.07,1
79.46,48.22,70.78,4.04,4.94,0
83.82,64.32,57.34,4.12,3.91,0
75.59,50.8,62.79,3.58,3.96,1
60.42,63.17,69.28,3.26,4.88,0
80.98,56.27,45.71,3.38,3.97,0
63.8,59.1,76.91,2.34,2.98,0
81.49,25.57,65.93,3.89,3.62,0
69.82,34.67,52.87,4.08,2.69,0
83.06,60.37,31.14,3.36,4.3,0
68.24,63.52,33.81,1.88,1.59,0
59.17,54.97,44.94,1.26,1.7,1
86.42,64.49,36.78,4.09,0.73,0
84.47,60.24,32.98,2.89,3.43,1
57.54,36.06,30.28,1.68,2.87,0
61.75,42.47,37.31,2.85,3.71,1
84.06,55.26,45.57,4.82,2.27,0
93.82,66.08,48.23,2.12,4.37,1
72.76,27.95,53.39,4.41,3.6,0
95.57,71.33,49.92,4.79,0.78,1
80.72,19.05,61.09,4.64,0.9,0
76.7,49.09,47.4,2.8,4.98,0
75.53,45.61,70.03,3.13,1.21,0
63.82,18.8,59.76,1.99,4.42,0
68.76,90.99,50.36,3.8,3.75,1
66.14,68.59,62.28,2.69,3.75,0
70.03,34.34,34.77,2.25,1.28,0
67.58,16.62,39.48,4.87,2.77,1
66.73,58.38,67.75,4.29,3.1,0
88.78,35.21,37.57,4.72,2.13,0
72.24,46.7,65.05,4.86,1.19,1
70.98,46.05,49.18,2.86,3.25,1
74.56,72.0,39.79,1.72,2.44,0
79.69,40.92,48.69,1.69,1.27,0
90.47,67.17,36.02,3.37,1.62,1
89.81,53.35,67.36,2.68,4.02,0
71.26,29.94,62.92,1.37,4.9,0
69.2,64.04,62.41,3.39,2.56,0
86.1,60.11,61.06,3.53,4.87,0
85.09,37.82,42.53,1.2,1.78,0
78.04,66.66,46.73,4.8,1.67,0
90.28,63.06,43.37,4.79,2.5,1
76.79,34.33,45.48,4.3,3.97,0
81.76,61.37,55.6,4.34,0.83,0
49.05,65.63,34.12,2.9,1.05,0
81.94,37.74,66.5,2.26,2.66,0
67.79,40.35,74.2,2.51,2.14,0
71.4,64.24,60.65,2.94,3.64,0
81.43,59.38,51.98,2.3,2.06,0
65.54,40.64,30.58,4.99,0.65,0
80.93,64.1,56.59,1.18,5.0,1
90.1,62.62,66.46,4.73,3.03,1
77.01,54.24,41.98,1.5,3.25,0
85.06,79.46,67.4,3.47,2.43,0
75.72,32.15,54.94,3.22,0.75,0
67.61,69.89,61.05,1.19,4.79,0
79.18,40.51,75.65,1.08,1.97,0
74.32,47.75,79.86,1.4,1.96,0
75.32,46.08,41.73,4.94,3.55,0
63.23,49.32,72.32,2.43,2.31,0
87.06,64.85,65.57,2.05,1.34,0
78.99,56.77,51.06,2.74,3.88,0
80.37,52.67,33.1,4.39,3.38,0
79.87,65.06,72.42,2.34,1.14,1
64.67,67.75,69.04,4.04,3.84,0
65.15,42.81,63.66,3.15,3.52,0
91.32,64.3,38.28,3.21,3.97,1
75.59,40.62,64.26,2.16,3.5,0
71.93,43.91,33.23,1.62,3.64,0
52.9,52.0,49.89,3.26,1.74,0
64.13,37.58,41.8,2.16,2.97,0
85.67,43.62,43.79,2.99,0.66,0
82.3,66.79,75.94,3.31,4.53,0
69.15,52.22,73.7,1.61,3.36,0
77.82,54.36,46.27,1.33,2.91,0
70.82,33.39,47.92,1.74,1.08,1
76.95,55.97,58.48,2.43,3.7,1
74.5,32.63,62.11,1.54,3.91,0
67.79,58.55,75.66,4.9,3.16,1
76.28,62.29,59.62,4.26,2.51,0
67.78,34.58,74.94,3.96,1.54,0
73.4,73.79,63.92,4.54,0.64,0
81.35,42.43,63.63,4.51,2.1,0
76.35,34.89,53.18,2.42,2.17,1
76.0,39.22,50.76,2.4,4.47,0
66.77,22.69,70.52,1.33,4.77,0
82.88,45.16,73.5,4.96,2.37,0
66.07,66.14,71.19,4.12,1.05,1
83.92,50.91,61.9,2.52,1.46,0
73.41,59.09,70.58,4.04,1.12,0
86.83,35.6,60.9,2.05,3.28,0
62.92,58.11,30.04,4.41,4.55,0
79.77,30.51,69.61,3.56,4.85,0
79.77,32.11,70.75,2.54,0.66,0
81.39,74.64,57.6,2.26,1.57,0
84.44,29.11,41.71,3.76,0.91,0
81.64,58.61,30.99,3.19,2.42,0
76.83,60.59,53.91,4.54,1.33,0
55.66,36.1,58.02,4.25,1.22,0
94.81,26.42,35.65,2.4,4.77,1
67.05,54.65,36.05,1.82,3.7,0
67.34,64.98,77.46,2.53,3.55,0
72.83,50.43,72.36,1.47,5.0,0
83.08,39.21,54.4,3.98,3.08,0
69.47,49.88,62.95,4.55,2.59,0
84.47,62.53,62.3,2.67,3.48,0
74.48,50.51,48.74,4.81,3.25,0
65.55,57.75,71.93,2.16,3.03,0
78.15,65.65,61.88,1.81,2.39,0
74.74,48.8,55.92,2.95,2.49,0
74.66,56.56,55.59,3.76,1.53,0
75.63,42.01,43.08,4.13,4.62,0
68.38,53.62,58.3,2.36,3.04,0
83.77,49.02,32.81,2.66,2.83,0
76.58,55.7,64.37,4.66,4.52,0
75.43,51.51,43.6,2.23,4.74,0
66.58,45.57,34.19,3.43,1.63,0
86.05,59.78,66.13,4.88,2.98,0
55.56,58.66,49.48,3.37,1.85,1
82.84,50.13,34.26,4.57,0.75,0
81.04,67.76,38.34,4.67,0.73,0
68.42,70.4,45.04,4.59,4.91,1
81.77,56.99,65.65,2.65,3.5,0
73.43,82.62,43.0,1.38,2.86,1
69.32,45.19,35.71,3.05,1.62,0
55.14,32.9,76.76,1.33,2.99,0
66.58,51.2,37.56,1.25,4.21,0
61.2,25.79,32.58,4.46,3.23,0
69.83,53.6,50.44,1.54,4.97,0
73.39,45.17,75.99,2.07,2.97,0
63.1,55.13,75.46,1.61,4.34,0
66.17,62.59,74.28,3.51,3.29,0
72.27,51.54,70.4,2.02,3.58,0
90.3,53.38,32.16,4.91,4.61,1
98.54,38.67,31.0,3.65,3.08,1
78.17,38.39,78.55,3.85,4.25,0
88.8,47.03,37.69,3.15,4.79,0
77.68,39.49,70.47,3.8,4.48,0
66.98,21.8,64.61,2.53,1.19,0
86.08,50.93,42.19,1.79,3.52,0
69.78,58.25,31.2,4.49,4.27,1
76.69,27.07,57.18,1.96,0.71,0
64.82,16.77,45.13,4.42,4.82,1
53.71,72.29,76.37,2.39,2.9,1
76.21,49.07,56.64,4.32,3.43,0
72.2,38.04,37.08,4.6,3.59,0
76.73,33.47,61.47,3.15,4.39,0
78.25,44.22,45.18,3.19,0.55,0
72.95,48.39,42.05,2.16,2.86,1
79.71,63.58,42.62,3.07,2.23,0
80.58,70.07,70.26,3.46,3.5,1
89.44,51.71,60.35,1.18,3.45,0
67.74,74.15,66.78,4.14,4.49,0
89.32,85.04,74.94,2.66,0.69,1
80.1,58.45,34.34,3.05,0.56,0
86.85,63.46,72.35,3.89,4.09,0
86.21,68.3,31.18,2.58,1.43,0
51.78,58.78,70.98,3.17,4.98,0
79.63,46.67,39.66,1.26,3.91,1
85.24,54.55,65.66,3.37,2.55,0
73.1,43.84,37.44,4.35,1.68,0
85.1,49.21,59.26,1.73,3.26,0
72.07,32.46,70.57,4.64,0.87,0
65.89,34.6,62.76,2.06,3.68,0
62.34,49.18,47.71,2.17,3.01,0
85.8,53.49,58.58,3.56,2.14,0
82.63,42.9,42.85,2.09,1.4,0
85.55,29.4,49.64,4.32,1.93,0
46.19,56.44,37.02,1.94,3.06,0
82.72,68.17,38.48,3.67,4.99,0
75.11,57.91,72.25,1.27,1.83,0
58.98,54.82,37.66,4.23,2.38,0
86.92,72.23,41.29,4.11,1.3,0
84.55,60.78,37.66,1.14,1.42,0
73.14,70.65,56.31,1.73,4.57,0
79.49,39.35,55.48,3.36,2.27,0
74.27,46.78,50.73,2.67,3.4,0
76.85,42.46,75.81,3.45,3.5,1
73.92,80.28,68.83,1.56,1.94,1
85.76,49.02,46.52,2.46,1.0,0
67.42,56.05,75.09,1.15,1.4,0
90.87,44.27,40.16,3.52,1.99,1
91.38,65.41,74.38,4.86,3.02,1
82.68,55.18,71.15,2.15,4.09,1
87.87,26.21,67.63,4.19,0.82,0
76.67,46.56,58.2,4.43,2.3,0
91.63,49.58,37.25,1.95,1.23,1
73.01,44.54,32.02,4.21,1.98,0
63.65,39.11,40.89,2.87,1.95,0
78.82,25.89,49.41,3.28,0.69,0
87.92,59.32,60.97,4.25,4.25,0
81.41,42.4,78.62,4.51,3.41,0
69.39,53.21,51.19,4.53,4.01,0
80.08,67.63,71.41,3.61,1.34,0
77.51,40.46,57.08,2.67,1.84,0
73.13,54.98,48.14,3.92,2.34,1
67.05,50.88,75.67,1.13,2.18,0
65.58,46.39,62.54,2.34,2.06,0
75.84,48.79,67.85,1.34,1.06,0
78.29,42.16,61.69,1.93,4.34,0
73.32,63.69,60.22,1.62,1.34,0
54.71,69.42,34.77,4.12,4.04,1
68.97,35.5,43.78,1.83,0.66,1
81.04,57.25,56.93,4.34,4.09,0
90.09,61.98,78.76,2.71,1.75,1
64.87,51.46,36.96,4.03,2.84,0
86.09,59.63,48.48,4.83,3.11,0
67.95,20.79,68.64,1.63,2.03,0
75.41,40.82,69.3,3.92,4.23,0
77.31,42.5,72.72,1.18,2.01,0
63.57,37.09,37.05,1.47,2.64,1
85.04,32.41,65.62,1.22,0.76,0
73.34,28.87,47.32,4.08,1.81,0
57.79,60.13,78.57,3.25,2.39,0
70.81,60.51,79.13,2.42,1.14,0
89.4,49.79,76.89,2.16,4.53,0
80.01,61.08,70.2,1.6,4.12,0
78.87,37.02,39.42,1.44,2.55,0
72.57,28.05,70.1,1.57,1.17,0
75.08,37.33,53.89,2.72,3.12,0
68.89,40.27,36.64,1.83,1.65,0
85.29,68.42,39.92,4.54,4.77,0
83.46,33.13,56.05,2.3,3.23,0
80.23,59.52,32.53,3.29,1.14,0
60.39,50.07,32.45,1.34,2.09,0
95.24,52.8,56.1,3.44,2.49,1
85.84,46.93,30.31,1.84,0.62,0
76.29,33.22,51.22,1.61,1.8,0
54.78,73.81,31.56,1.88,2.45,0
71.37,21.55,61.93,4.05,2.22,0
64.72,64.35,39.92,4.84,2.23,0
61.33,31.26,54.6,1.52,3.36,1
78.02,42.17,53.95,2.47,1.79,0
70.49,42.04,34.54,2.68,1.0,0
74.79,51.38,71.39,1.01,2.62,0
81.54,31.36,76.86,1.44,3.48,0
85.64,44.75,70.42,4.74,1.96,0
83.85,49.18,40.74,1.7,4.81,0
76.84,61.14,74.47,3.33,0.82,0
56.82,49.16,57.44,4.47,1.06,0
68.07,39.99,62.61,3.82,0.61,0
66.86,47.76,61.65,1.03,3.92,0
75.98,71.86,68.87,1.01,2.93,0
87.89,38.88,54.92,4.42,4.61,1
56.21,35.28,75.69,4.43,3.72,0
78.15,61.97,60.01,1.91,4.53,0
64.15,66.71,34.06,4.7,1.42,0
70.91,55.32,36.3,2.35,3.64,0
93.95,68.32,30.01,2.94,2.71,1
70.47,46.44,47.51,4.44,1.73,0
75.33,64.88,43.9,1.56,1.46,0
64.56,37.1,56.4,1.72,1.67,0
70.59,62.31,78.8,3.11,3.36,0
69.69,30.64,55.8,2.68,2.14,0
76.0,24.9,37.35,3.55,1.36,1
79.74,57.27,36.45,2.58,1.69,1
52.26,54.64,47.05,4.59,0.57,0
102.5,53.3,43.14,4.65,4.16,1
93.68,30.02,49.85,1.75,1.66,1
89.78,35.43,42.36,3.74,3.98,0
71.93,47.76,40.05,1.52,3.55,0
66.21,97.22,31.22,1.14,0.69,1
65.64,36.6,64.87,1.09,1.48,0
62.06,47.85,54.33,4.65,0.6,0
60.36,54.19,74.66,4.33,1.68,0
86.47,60.81,53.37,2.92,1.54,0
67.98,45.31,35.59,3.61,2.77,0
72.99,33.03,44.8,4.66,2.02,0
72.81,45.43,62.3,1.08,4.56,0
73.41,56.31,48.4,3.03,3.3,0
69.54,53.98,77.47,3.88,4.11,1
72.0,32.07,42.26,1.28,3.96,0
79.07,49.21,61.58,2.45,4.86,0
94.39,79.66,77.68,3.31,1.78,1
74.67,44.15,70.55,1.31,4.68,0
72.71,51.84,42.11,3.4,2.55,0
75.28,59.08,53.87,4.05,0.74,0
73.99,49.51,64.98,1.12,3.97,0
89.75,32.3,52.88,2.35,2.18,0
88.93,34.49,34.19,3.93,2.12,0
91.88,54.94,61.06,3.0,3.36,1
65.64,36.94,39.28,3.58,2.93,0
81.87,93.54,64.52,3.93,1.34,1
84.49,64.03,43.87,4.33,4.81,0
74.78,45.29,35.56,1.05,4.8,0
67.55,47.36,74.92,3.29,1.62,0
85.19,60.65,34.31,2.54,2.98,0
74.3,62.07,72.38,4.72,1.21,1
71.98,37.97,56.1,4.65,1.09,0
101.19,33.32,41.0,4.52,0.73,1
83.02,47.01,54.91,4.32,1.31,0
79.25,58.85,30.86,4.64,4.88,1
61.95,52.84,58.4,4.28,4.03,0
82.28,67.65,57.98,2.8,3.94,0
71.22,50.76,40.33,1.86,3.94,0
77.57,49.48,66.54,3.07,3.53,0
66.15,52.89,78.97,3.54,1.88,0
73.08,39.4,58.74,3.66,4.61,0
79.68,66.59,45.11,1.26,3.77,0
65.25,61.27,30.71,3.2,1.09,0
80.43,65.34,57.63,1.03,1.39,0
86.28,54.55,78.28,3.57,2.65,0
77.25,42.91,54.72,2.03,2.57,0
88.88,50.76,58.24,4.26,0.8,0
79.75,41.65,70.0,1.0,4.65,0
62.93,55.51,79.73,4.13,1.62,1
71.27,53.33,75.06,3.89,0.8,0
69.42,22.94,36.28,1.84,4.94,1
90.07,50.91,31.59,4.41,2.82,1
70.52,74.08,75.61,2.66,2.97,0
93.8,41.82,67.46,2.18,1.8,1
77.79,48.76,53.63,4.34,2.74,0
87.81,23.87,42.63,2.98,4.07,0
64.26,41.91,53.72,4.42,4.07,0
78.45,60.26,76.77,1.92,0.97,0
65.85,53.8,67.1,2.93,2.82,0
79.8,30.3,70.85,3.96,0.92,0
73.86,44.66,32.7,2.23,3.45,0
58.04,44.53,77.53,3.46,2.02,0
75.5,51.35,77.87,4.99,2.07,0
67.27,53.64,71.03,4.43,3.08,0
84.05,59.46,48.72,3.52,1.78,0
73.37,58.87,61.71,3.94,3.46,0
69.37,58.25,44.42,1.85,3.93,0
73.52,54.81,44.71,3.72,2.87,0
83.31,75.74,64.57,2.26,2.89,1
80.91,37.54,69.63,1.72,4.21,0
76.06,58.52,74.32,4.66,2.83,0
57.44,30.01,55.43,2.01,4.79,0
73.79,58.13,45.88,2.93,1.64,0
75.7,49.08,65.52,2.98,2.2,0
89.87,44.98,35.82,1.2,4.23,0
55.0,63.65,43.82,3.1,3.91,0
77.35,50.74,50.43,4.5,1.27,0
71.74,60.89,67.03,3.47,3.24,0
75.54,50.15,31.37,2.67,1.61,0
75.18,39.28,37.77,3.06,1.44,0
95.42,66.39,78.78,4.13,1.79,1
68.69,75.13,61.21,1.45,0.72,1
104.87,41.69,51.09,4.77,3.95,1
77.54,14.29,72.03,2.61,2.0,0
90.25,48.09,31.05,2.79,2.74,1
60.39,45.58,58.22,1.72,2.19,0
88.91,71.7,75.32,4.28,0.77,0
84.61,36.28,63.14,4.96,2.44,1
67.37,43.18,55.8,1.12,4.55,0
71.47,33.36,57.85,3.31,3.15,0
80.61,64.09,31.99,4.47,3.58,0
71.84,57.88,57.36,1.66,2.72,0
80.81,40.74,61.64,3.88,1.75,1
59.34,42.82,49.46,1.13,1.13,0
78.16,54.98,75.35,1.48,3.09,0
77.03,87.25,53.73,2.03,1.09,1
86.78,41.29,35.49,1.49,3.79,0
83.25,45.79,60.16,4.66,4.34,0
72.88,64.96,65.13,2.02,2.22,0
69.05,45.98,52.13,2.96,3.3,0
73.38,68.06,46.43,4.92,3.5,0
77.12,76.74,56.18,2.05,2.8,0
73.29,57.46,58.41,2.45,3.99,0
73.52,56.9,71.64,4.01,4.82,0
66.51,69.75,72.46,4.52,2.36,0
65.04,55.45,48.66,2.57,3.05,0
96.19,48.13,55.08,1.64,0.77,1
78.94,45.85,42.83,2.85,4.01,0
73.89,58.69,69.02,3.5,4.77,1
94.02,50.84,45.6,4.45,4.43,1
71.84,70.96,60.52,4.12,4.94,0
75.97,53.08,44.2,4.95,2.49,0
76.34,40.76,68.32,2.05,1.76,0
65.48,65.11,75.57,2.62,2.58,0
64.17,45.27,33.04,2.57,1.06,0
65.51,36.22,54.7,4.46,3.96,0
68.22,53.5,46.2,4.48,4.44,0
79.5,78.85,53.4,4.55,4.66,0
87.21,57.12,32.14,3.48,1.04,0
74.8,70.87,53.93,2.46,1.17,0
80.09,71.85,59.44,3.75,4.15,0
77.11,39.99,78.34,1.72,3.13,0
91.34,46.48,75.2,2.24,0.64,1
65.12,45.46,62.12,1.31,3.63,0
